order_id,customer_id,order_date,category,quantity,unit_price,revenue
ORD01230,CUST0230,2025-09-06,Beauty & Personal Care,1,1735.42,1735.42
ORD01407,CUST0313,2025-09-06,Electronics,1,28107.02,28107.02
ORD02515,CUST0313,2025-09-06,Electronics,1,28327.5,28327.5
ORD02489,CUST0099,2025-09-06,Sports & Fitness,1,2274.04,2274.04
ORD01752,CUST0232,2025-09-06,Electronics,1,43855.61,43855.61
ORD02460,CUST0015,2025-09-07,Electronics,1,2983.16,2983.16
ORD01913,CUST0300,2025-09-07,Electronics,1,3214.31,3214.31
ORD04170,CUST0136,2025-09-07,Beauty & Personal Care,1,3209.55,3209.55
ORD05442,CUST0116,2025-09-07,Fashion,1,4735.99,4735.99
ORD01506,CUST0030,2025-09-07,Sports & Fitness,1,10180.99,10180.99
ORD03010,CUST0177,2025-09-07,Electronics,1,44568.8,44568.8
ORD02958,CUST0121,2025-09-07,Electronics,1,40575.17,40575.17
ORD04138,CUST0021,2025-09-07,Beauty & Personal Care,1,885.33,885.33
ORD02647,CUST0358,2025-09-07,Sports & Fitness,1,6566.42,6566.42
ORD03031,CUST0098,2025-09-07,Books,2,560.38,1120.76
ORD02304,CUST0276,2025-09-07,Sports & Fitness,1,3518.57,3518.57
ORD00482,CUST0083,2025-09-07,Home & Kitchen,2,7501.79,15003.58
ORD04210,CUST0209,2025-09-07,Electronics,1,34812.48,34812.48
ORD00091,CUST0058,2025-09-07,Electronics,1,37235.81,37235.81
ORD03792,CUST0232,2025-09-07,Beauty & Personal Care,1,1742.28,1742.28
ORD05014,CUST0023,2025-09-07,Home & Kitchen,1,3220.16,3220.16
ORD02496,CUST0342,2025-09-08,Home & Kitchen,1,405.18,405.18
ORD03482,CUST0095,2025-09-08,Electronics,1,8030.82,8030.82
ORD01489,CUST0204,2025-09-08,Home & Kitchen,1,6649.62,6649.62
ORD01744,CUST0302,2025-09-08,Fashion,1,1722.75,1722.75
ORD02026,CUST0400,2025-09-08,Fashion,1,455.49,455.49
ORD01620,CUST0175,2025-09-08,Electronics,1,7334.2,7334.2
ORD00100,CUST0387,2025-09-08,Sports & Fitness,1,10215.01,10215.01
ORD00337,CUST0215,2025-09-08,Sports & Fitness,1,524.19,524.19
ORD03620,CUST0360,2025-09-08,Sports & Fitness,1,11364.47,11364.47
ORD05528,CUST0318,2025-09-08,Fashion,3,1833.31,5499.93
ORD04090,CUST0367,2025-09-08,Fashion,1,1359.59,1359.59
ORD02058,CUST0198,2025-09-08,Fashion,1,2786.89,2786.89
ORD00223,CUST0220,2025-09-08,Home & Kitchen,1,461.28,461.28
ORD00441,CUST0094,2025-09-08,Electronics,1,22245.15,22245.15
ORD02300,CUST0335,2025-09-08,Home & Kitchen,1,5014.81,5014.81
ORD04726,CUST0099,2025-09-09,Books,2,1011.74,2023.48
ORD01087,CUST0143,2025-09-09,Home & Kitchen,1,328.51,328.51
ORD04466,CUST0087,2025-09-09,Books,1,609.6,609.6
ORD02613,CUST0212,2025-09-09,Sports & Fitness,1,7573.34,7573.34
ORD00868,CUST0179,2025-09-09,Electronics,1,19051.42,19051.42
ORD05352,CUST0372,2025-09-09,Home & Kitchen,1,1506.54,1506.54
ORD02393,CUST0358,2025-09-09,Sports & Fitness,2,3745.63,7491.26
ORD02231,CUST0195,2025-09-09,Home & Kitchen,1,2764.08,2764.08
ORD01933,CUST0061,2025-09-09,Fashion,1,4024.53,4024.53
ORD00819,CUST0143,2025-09-09,Home & Kitchen,1,2560.22,2560.22
ORD02225,CUST0016,2025-09-10,Fashion,1,3202.42,3202.42
ORD05107,CUST0174,2025-09-10,Fashion,1,4102.14,4102.14
ORD02975,CUST0144,2025-09-10,Electronics,1,19923.3,19923.3
ORD02168,CUST0027,2025-09-10,Sports & Fitness,1,6393.46,6393.46
ORD04841,CUST0124,2025-09-10,Home & Kitchen,1,4809.06,4809.06
ORD02661,CUST0147,2025-09-10,Sports & Fitness,2,3305.22,6610.44
ORD05250,CUST0167,2025-09-10,Sports & Fitness,1,7187.51,7187.51
ORD04673,CUST0128,2025-09-10,Electronics,1,35396.36,35396.36
ORD04656,CUST0340,2025-09-10,Fashion,1,3209.78,3209.78
ORD01846,CUST0140,2025-09-10,Sports & Fitness,1,10128.02,10128.02
ORD01311,CUST0065,2025-09-10,Electronics,1,16943.16,16943.16
ORD03832,CUST0354,2025-09-10,Beauty & Personal Care,1,1898.66,1898.66
ORD03352,CUST0191,2025-09-10,Electronics,3,40252.31,120756.93
ORD01945,CUST0252,2025-09-10,Books,1,1117.88,1117.88
ORD01850,CUST0288,2025-09-10,Beauty & Personal Care,1,412.25,412.25
ORD01486,CUST0348,2025-09-10,Home & Kitchen,1,3473.14,3473.14
ORD03734,CUST0345,2025-09-10,Beauty & Personal Care,1,981.82,981.82
ORD01623,CUST0210,2025-09-10,Electronics,1,7380.46,7380.46
ORD01588,CUST0250,2025-09-10,Fashion,1,642.68,642.68
ORD05251,CUST0188,2025-09-11,Home & Kitchen,1,5493.14,5493.14
ORD02903,CUST0102,2025-09-11,Electronics,1,43494.41,43494.41
ORD04329,CUST0276,2025-09-11,Fashion,2,2863.07,5726.14
ORD00955,CUST0341,2025-09-11,Books,3,1141.42,3424.26
ORD02584,CUST0087,2025-09-11,Home & Kitchen,1,6120.64,6120.64
ORD05299,CUST0189,2025-09-11,Fashion,1,1737.22,1737.22
ORD04245,CUST0007,2025-09-11,Home & Kitchen,1,664.58,664.58
ORD00174,CUST0254,2025-09-11,Home & Kitchen,1,3309.98,3309.98
ORD02232,CUST0331,2025-09-11,Electronics,1,41916.56,41916.56
ORD00920,CUST0181,2025-09-11,Home & Kitchen,1,6673.1,6673.1
ORD00603,CUST0266,2025-09-11,Fashion,1,4097.5,4097.5
ORD01369,CUST0089,2025-09-11,Books,2,308.14,616.28
ORD04017,CUST0051,2025-09-11,Fashion,2,962.88,1925.76
ORD04715,CUST0097,2025-09-11,Sports & Fitness,1,1206.13,1206.13
ORD03011,CUST0196,2025-09-11,Electronics,1,4236.07,4236.07
ORD00689,CUST0209,2025-09-11,Sports & Fitness,1,11404.89,11404.89
ORD02547,CUST0290,2025-09-12,Fashion,1,1118.8,1118.8
ORD04853,CUST0378,2025-09-12,Home & Kitchen,2,1953.3,3906.6
ORD02363,CUST0339,2025-09-12,Fashion,1,2349.94,2349.94
ORD05601,CUST0008,2025-09-12,Books,1,715.82,715.82
ORD03804,CUST0111,2025-09-12,Electronics,1,3152.23,3152.23
ORD04546,CUST0260,2025-09-12,Electronics,1,28001.87,28001.87
ORD04322,CUST0030,2025-09-12,Books,1,256.48,256.48
ORD05541,CUST0207,2025-09-12,Home & Kitchen,1,1291.25,1291.25
ORD04265,CUST0350,2025-09-12,Home & Kitchen,1,482.53,482.53
ORD02768,CUST0375,2025-09-12,Beauty & Personal Care,1,2374.15,2374.15
ORD04479,CUST0195,2025-09-12,Beauty & Personal Care,1,242.36,242.36
ORD00484,CUST0390,2025-09-12,Home & Kitchen,1,2662.18,2662.18
ORD04457,CUST0256,2025-09-12,Electronics,2,14592.43,29184.86
ORD02251,CUST0172,2025-09-12,Sports & Fitness,1,11369.68,11369.68
ORD04979,CUST0038,2025-09-12,Fashion,2,4713.13,9426.26
ORD01685,CUST0218,2025-09-12,Electronics,1,40989.99,40989.99
ORD03320,CUST0065,2025-09-12,Fashion,1,1059.17,1059.17
ORD00695,CUST0376,2025-09-12,Fashion,1,1151.35,1151.35
ORD05020,CUST0190,2025-09-12,Beauty & Personal Care,2,296.91,593.82
ORD03221,CUST0057,2025-09-12,Fashion,1,1373.28,1373.28
ORD04070,CUST0135,2025-09-12,Sports & Fitness,1,4528.65,4528.65
ORD04707,CUST0273,2025-09-13,Beauty & Personal Care,2,3338.75,6677.5
ORD03964,CUST0247,2025-09-13,Home & Kitchen,1,5994.02,5994.02
ORD03978,CUST0239,2025-09-13,Electronics,1,22389.01,22389.01
ORD04852,CUST0202,2025-09-13,Home & Kitchen,1,7542.45,7542.45
ORD02088,CUST0213,2025-09-13,Home & Kitchen,1,7818.38,7818.38
ORD04960,CUST0188,2025-09-13,Beauty & Personal Care,2,2537.57,5075.14
ORD01938,CUST0176,2025-09-13,Home & Kitchen,2,4632.34,9264.68
ORD04221,CUST0282,2025-09-13,Electronics,1,35522.73,35522.73
ORD03601,CUST0114,2025-09-13,Electronics,1,19084.26,19084.26
ORD02062,CUST0008,2025-09-13,Books,1,466.29,466.29
ORD03422,CUST0357,2025-09-13,Home & Kitchen,1,4980.9,4980.9
ORD00084,CUST0223,2025-09-13,Fashion,1,4913.46,4913.46
ORD04312,CUST0384,2025-09-13,Beauty & Personal Care,1,2351.96,2351.96
ORD04176,CUST0014,2025-09-13,Books,2,195.33,390.66
ORD03494,CUST0243,2025-09-13,Sports & Fitness,2,2604.19,5208.38
ORD03877,CUST0043,2025-09-13,Home & Kitchen,2,4151.22,8302.44
ORD02461,CUST0320,2025-09-13,Fashion,3,543.22,1629.66
ORD00413,CUST0044,2025-09-13,Electronics,1,6350.78,6350.78
ORD01791,CUST0349,2025-09-13,Home & Kitchen,1,4742.59,4742.59
ORD00620,CUST0205,2025-09-13,Books,1,780.3,780.3
ORD01900,CUST0181,2025-09-13,Electronics,1,43719.94,43719.94
ORD03040,CUST0201,2025-09-13,Sports & Fitness,1,6782.21,6782.21
ORD00376,CUST0114,2025-09-13,Beauty & Personal Care,1,928.46,928.46
ORD01784,CUST0293,2025-09-13,Fashion,1,2824.53,2824.53
ORD01409,CUST0280,2025-09-13,Electronics,2,14649.04,29298.08
ORD00893,CUST0203,2025-09-13,Home & Kitchen,1,5565.8,5565.8
ORD00931,CUST0236,2025-09-14,Sports & Fitness,2,9124.47,18248.94
ORD03306,CUST0054,2025-09-14,Sports & Fitness,1,5771.59,5771.59
ORD05059,CUST0150,2025-09-14,Fashion,1,2283.98,2283.98
ORD01759,CUST0301,2025-09-14,Sports & Fitness,1,965.86,965.86
ORD02704,CUST0138,2025-09-14,Fashion,1,819.75,819.75
ORD01669,CUST0053,2025-09-14,Fashion,1,1362.72,1362.72
ORD02175,CUST0224,2025-09-14,Sports & Fitness,1,10602.95,10602.95
ORD03365,CUST0195,2025-09-14,Beauty & Personal Care,1,1557.72,1557.72
ORD02371,CUST0167,2025-09-14,Fashion,1,2707.5,2707.5
ORD02514,CUST0312,2025-09-14,Books,2,290.07,580.14
ORD05310,CUST0096,2025-09-14,Electronics,1,43002.8,43002.8
ORD00117,CUST0397,2025-09-14,Electronics,1,4125.32,4125.32
ORD02037,CUST0162,2025-09-14,Home & Kitchen,1,1293.33,1293.33
ORD01901,CUST0150,2025-09-14,Home & Kitchen,1,3753.78,3753.78
ORD04803,CUST0253,2025-09-14,Beauty & Personal Care,2,1385.26,2770.52
ORD00852,CUST0089,2025-09-14,Beauty & Personal Care,1,1024.91,1024.91
ORD05372,CUST0344,2025-09-14,Sports & Fitness,1,6750.95,6750.95
ORD03146,CUST0334,2025-09-14,Sports & Fitness,3,8672.67,26018.01
ORD03536,CUST0371,2025-09-14,Home & Kitchen,1,3989.6,3989.6
ORD01308,CUST0036,2025-09-14,Fashion,1,3209.37,3209.37
ORD01165,CUST0114,2025-09-15,Home & Kitchen,1,3194.98,3194.98
ORD02470,CUST0012,2025-09-15,Electronics,1,3623.76,3623.76
ORD04675,CUST0233,2025-09-15,Home & Kitchen,1,6808.9,6808.9
ORD01253,CUST0029,2025-09-15,Fashion,1,3791.21,3791.21
ORD04105,CUST0051,2025-09-15,Fashion,2,4497.75,8995.5
ORD00054,CUST0397,2025-09-15,Sports & Fitness,1,6691.62,6691.62
ORD03388,CUST0187,2025-09-15,Books,1,875.03,875.03
ORD04058,CUST0074,2025-09-15,Electronics,1,24738.53,24738.53
ORD01681,CUST0008,2025-09-15,Books,3,551.08,1653.24
ORD02059,CUST0168,2025-09-15,Sports & Fitness,1,5415.58,5415.58
ORD00784,CUST0113,2025-09-15,Sports & Fitness,2,9956.9,19913.8
ORD05543,CUST0361,2025-09-15,Fashion,1,500.27,500.27
ORD01595,CUST0290,2025-09-16,Fashion,1,3025.06,3025.06
ORD03515,CUST0337,2025-09-16,Electronics,1,39986.93,39986.93
ORD00291,CUST0158,2025-09-16,Beauty & Personal Care,1,1801.68,1801.68
ORD05518,CUST0321,2025-09-16,Electronics,2,19260.45,38520.9
ORD01902,CUST0031,2025-09-16,Electronics,1,38885.4,38885.4
ORD04786,CUST0111,2025-09-16,Sports & Fitness,1,1013.62,1013.62
ORD00814,CUST0336,2025-09-16,Home & Kitchen,1,2269.23,2269.23
ORD01983,CUST0284,2025-09-16,Home & Kitchen,1,393.36,393.36
ORD04676,CUST0041,2025-09-16,Beauty & Personal Care,1,415.51,415.51
ORD02381,CUST0331,2025-09-16,Beauty & Personal Care,1,3205.48,3205.48
ORD04212,CUST0338,2025-09-16,Fashion,1,3829.82,3829.82
ORD04743,CUST0156,2025-09-16,Home & Kitchen,1,5078.26,5078.26
ORD01069,CUST0271,2025-09-16,Sports & Fitness,2,3413.86,6827.72
ORD05224,CUST0317,2025-09-16,Books,2,230.53,461.06
ORD03170,CUST0093,2025-09-16,Home & Kitchen,1,4786.19,4786.19
ORD01776,CUST0217,2025-09-16,Home & Kitchen,1,356.0,356.0
ORD00978,CUST0333,2025-09-16,Fashion,1,1738.03,1738.03
ORD00710,CUST0129,2025-09-16,Electronics,1,42147.84,42147.84
ORD02572,CUST0301,2025-09-16,Beauty & Personal Care,3,2395.84,7187.52
ORD05137,CUST0149,2025-09-16,Books,1,483.54,483.54
ORD04867,CUST0265,2025-09-16,Fashion,1,3327.86,3327.86
ORD05604,CUST0113,2025-09-16,Fashion,1,613.14,613.14
ORD03952,CUST0367,2025-09-17,Electronics,1,25502.3,25502.3
ORD04277,CUST0357,2025-09-17,Fashion,2,4677.83,9355.66
ORD00899,CUST0338,2025-09-17,Home & Kitchen,1,6150.64,6150.64
ORD00220,CUST0366,2025-09-17,Beauty & Personal Care,1,2633.78,2633.78
ORD04816,CUST0137,2025-09-17,Beauty & Personal Care,1,527.31,527.31
ORD01150,CUST0034,2025-09-17,Beauty & Personal Care,1,3197.55,3197.55
ORD00007,CUST0182,2025-09-17,Fashion,2,551.09,1102.18
ORD02213,CUST0210,2025-09-17,Electronics,1,30771.93,30771.93
ORD00539,CUST0007,2025-09-17,Electronics,2,18545.88,37091.76
ORD03657,CUST0391,2025-09-17,Home & Kitchen,1,7389.68,7389.68
ORD02912,CUST0060,2025-09-17,Electronics,1,38080.23,38080.23
ORD02513,CUST0016,2025-09-17,Sports & Fitness,2,950.23,1900.46
ORD02733,CUST0125,2025-09-17,Home & Kitchen,1,2911.64,2911.64
ORD00046,CUST0318,2025-09-17,Beauty & Personal Care,1,1671.82,1671.82
ORD05409,CUST0038,2025-09-17,Fashion,1,2633.91,2633.91
ORD04431,CUST0208,2025-09-17,Home & Kitchen,1,5009.46,5009.46
ORD04793,CUST0366,2025-09-18,Home & Kitchen,1,958.62,958.62
ORD04835,CUST0134,2025-09-18,Home & Kitchen,2,5460.53,10921.06
ORD02331,CUST0186,2025-09-18,Sports & Fitness,2,1113.51,2227.02
ORD03519,CUST0155,2025-09-18,Home & Kitchen,2,5176.71,10353.42
ORD03421,CUST0143,2025-09-18,Home & Kitchen,1,4846.93,4846.93
ORD04779,CUST0347,2025-09-18,Electronics,1,41290.83,41290.83
ORD03135,CUST0254,2025-09-18,Home & Kitchen,1,5223.91,5223.91
ORD03449,CUST0167,2025-09-18,Fashion,1,4143.24,4143.24
ORD00788,CUST0315,2025-09-18,Beauty & Personal Care,1,500.76,500.76
ORD03891,CUST0036,2025-09-18,Home & Kitchen,1,5692.97,5692.97
ORD04165,CUST0335,2025-09-18,Fashion,1,4013.15,4013.15
ORD02860,CUST0029,2025-09-18,Electronics,1,9134.75,9134.75
ORD05583,CUST0037,2025-09-18,Home & Kitchen,2,4204.85,8409.7
ORD02046,CUST0027,2025-09-18,Sports & Fitness,3,11033.17,33099.51
ORD00607,CUST0271,2025-09-18,Books,2,965.9,1931.8
ORD05526,CUST0230,2025-09-18,Books,2,469.58,939.16
ORD05398,CUST0186,2025-09-18,Fashion,2,3895.84,7791.68
ORD01670,CUST0243,2025-09-18,Fashion,1,2147.82,2147.82
ORD03313,CUST0160,2025-09-18,Home & Kitchen,1,2003.78,2003.78
ORD03640,CUST0038,2025-09-18,Sports & Fitness,1,8903.45,8903.45
ORD00811,CUST0237,2025-09-19,Books,1,728.06,728.06
ORD03908,CUST0255,2025-09-19,Sports & Fitness,1,10726.09,10726.09
ORD02969,CUST0125,2025-09-19,Electronics,1,39690.46,39690.46
ORD04417,CUST0101,2025-09-19,Beauty & Personal Care,1,446.7,446.7
ORD00980,CUST0068,2025-09-19,Fashion,1,1446.42,1446.42
ORD00171,CUST0164,2025-09-19,Sports & Fitness,2,8221.38,16442.76
ORD01227,CUST0349,2025-09-19,Fashion,1,508.52,508.52
ORD00669,CUST0100,2025-09-19,Sports & Fitness,1,1006.46,1006.46
ORD01642,CUST0204,2025-09-19,Home & Kitchen,2,4826.02,9652.04
ORD05210,CUST0075,2025-09-19,Fashion,2,3659.3,7318.6
ORD04228,CUST0313,2025-09-19,Electronics,1,37686.36,37686.36
ORD00927,CUST0392,2025-09-19,Beauty & Personal Care,1,2715.3,2715.3
ORD05198,CUST0140,2025-09-19,Fashion,2,3246.51,6493.02
ORD04577,CUST0139,2025-09-19,Beauty & Personal Care,3,1759.2,5277.6
ORD00238,CUST0281,2025-09-19,Electronics,1,5578.43,5578.43
ORD02156,CUST0308,2025-09-19,Electronics,1,16649.95,16649.95
ORD01255,CUST0297,2025-09-19,Electronics,2,17136.71,34273.42
ORD02767,CUST0394,2025-09-19,Fashion,1,3943.9,3943.9
ORD02218,CUST0189,2025-09-19,Books,1,396.17,396.17
ORD03007,CUST0158,2025-09-19,Fashion,1,1866.03,1866.03
ORD01091,CUST0196,2025-09-20,Sports & Fitness,1,11992.53,11992.53
ORD05387,CUST0104,2025-09-20,Sports & Fitness,2,3271.17,6542.34
ORD00667,CUST0388,2025-09-20,Home & Kitchen,1,5337.03,5337.03
ORD00139,CUST0245,2025-09-20,Electronics,1,29340.13,29340.13
ORD03635,CUST0354,2025-09-20,Beauty & Personal Care,1,2523.15,2523.15
ORD04828,CUST0299,2025-09-20,Sports & Fitness,1,11963.6,11963.6
ORD00495,CUST0084,2025-09-20,Home & Kitchen,1,1008.92,1008.92
ORD00745,CUST0207,2025-09-20,Books,3,1024.04,3072.12
ORD00244,CUST0312,2025-09-20,Home & Kitchen,1,1446.44,1446.44
ORD03442,CUST0148,2025-09-20,Fashion,2,689.11,1378.22
ORD00738,CUST0111,2025-09-20,Fashion,1,4137.38,4137.38
ORD01362,CUST0130,2025-09-20,Home & Kitchen,1,419.34,419.34
ORD00248,CUST0003,2025-09-20,Fashion,1,4421.61,4421.61
ORD04652,CUST0116,2025-09-21,Fashion,1,4302.06,4302.06
ORD00391,CUST0031,2025-09-21,Electronics,1,19601.28,19601.28
ORD00363,CUST0092,2025-09-21,Beauty & Personal Care,1,2040.44,2040.44
ORD04711,CUST0269,2025-09-21,Beauty & Personal Care,1,1299.03,1299.03
ORD01418,CUST0118,2025-09-21,Fashion,1,1578.94,1578.94
ORD00807,CUST0343,2025-09-21,Sports & Fitness,1,7516.24,7516.24
ORD02408,CUST0305,2025-09-21,Electronics,1,3361.07,3361.07
ORD02025,CUST0231,2025-09-21,Beauty & Personal Care,1,2193.56,2193.56
ORD03940,CUST0182,2025-09-21,Fashion,2,4526.21,9052.42
ORD01903,CUST0036,2025-09-21,Home & Kitchen,1,7924.35,7924.35
ORD03088,CUST0296,2025-09-21,Home & Kitchen,2,1180.28,2360.56
ORD03106,CUST0351,2025-09-21,Home & Kitchen,1,4853.34,4853.34
ORD00214,CUST0120,2025-09-21,Beauty & Personal Care,1,639.38,639.38
ORD01055,CUST0248,2025-09-21,Home & Kitchen,1,5159.08,5159.08
ORD02196,CUST0064,2025-09-21,Sports & Fitness,1,6354.46,6354.46
ORD05058,CUST0037,2025-09-21,Electronics,1,35490.32,35490.32
ORD01452,CUST0067,2025-09-21,Home & Kitchen,2,5596.91,11193.82
ORD00268,CUST0127,2025-09-21,Fashion,1,2291.04,2291.04
ORD00271,CUST0305,2025-09-21,Home & Kitchen,1,5337.14,5337.14
ORD01171,CUST0149,2025-09-21,Sports & Fitness,1,11949.62,11949.62
ORD02658,CUST0120,2025-09-21,Beauty & Personal Care,1,1095.9,1095.9
ORD03418,CUST0256,2025-09-21,Electronics,1,43501.5,43501.5
ORD00323,CUST0132,2025-09-21,Books,1,771.28,771.28
ORD03579,CUST0232,2025-09-21,Sports & Fitness,3,8548.03,25644.09
ORD04392,CUST0268,2025-09-21,Electronics,1,40242.85,40242.85
